Id,Category
505,7
506,5
507,8
508,10
509,10
510,2
511,7
512,9
513,4
514,10
515,2
516,9
517,9
518,5
519,1
520,2
521,3
522,7
523,1
524,10
525,2
526,9
527,9
528,6
529,4
530,4
531,9
532,8
533,9
534,7
535,10
536,8
537,4
538,8
539,10
540,10
541,10
542,9
543,8
544,9
545,8
546,0
547,5
548,3
549,10
550,9
551,8
552,8
553,8
554,10
555,10
556,2
557,5
558,9
559,2
560,7
561,10
562,9
563,8
564,0
565,4
566,5
567,1
568,8
569,9
570,9
571,5
572,10
573,5
574,8
575,5
576,8
577,10
578,1
579,7
580,9
581,5
582,9
583,9
584,10
585,6
586,2
587,4
588,7
589,5
590,9
591,10
592,4
593,5
594,2
595,9
596,0
597,3
598,4
599,10
600,5
601,10
602,0
603,6
604,4
605,9
606,9
607,4
608,8
609,8
610,5
611,2
612,10
613,8
614,2
615,10
616,8
617,9
618,4
619,9
620,7
621,10
622,4
623,4
624,4
625,0
626,1
627,8
628,9
629,6
630,10
631,5
632,10
633,10
634,9
635,8
636,9
637,8
638,2
639,3
640,10
641,3
642,9
643,9
644,6
645,4
646,7
647,9
648,5
649,3
650,7
651,10
652,8
653,5
654,2
655,5
656,5
657,5
658,9
659,10
660,1
661,6
662,10
663,9
664,9
665,9
666,5
667,0
668,9
669,4
670,7
671,9
672,2
673,10
674,5
675,5
676,3
677,9
678,2
679,10
680,2
681,10
682,5
683,8
684,8
685,0
686,10
687,4
688,10
689,7
690,9
691,9
692,1
693,5
694,4
695,8
696,6
697,8
698,10
699,9
700,1
701,9
702,10
703,4
704,10
705,10
706,8
707,7
708,8
709,9
710,8
711,8
712,6
713,9
714,7
715,4
716,0
717,5
718,4
719,9
720,10
721,6
722,4
723,10
724,9
725,4
726,10
727,3
728,2
729,4
730,8
731,9
732,2
733,5
734,10
735,1
736,3
737,8
738,4
739,7
740,3
741,1
742,3
743,3
744,7
745,4
746,9
747,9
748,6
749,8
750,4
751,2
752,10
753,5
754,2
755,10
756,8
757,10
758,9
759,10
760,2
761,4
762,10
763,6
764,1
765,3
766,4
767,9
768,9
769,10
770,10
771,4
772,8
773,5
774,3
775,4
776,8
777,5
778,5
779,4
780,10
781,9
782,4
783,9
784,8
785,9
786,9
787,5
788,8
789,10
790,0
791,8
792,7
793,9
794,7
795,9
796,9
797,2
798,5
799,2
800,4
801,1
802,4
803,8
804,4
805,3
806,10
807,8
808,10
809,4
810,4
811,9
812,2
813,5
814,4
815,4
816,5
817,9
818,0
819,10
820,8
821,8
822,9
823,10
824,10
825,3
826,4
827,4
828,9
829,8
830,10
831,1
832,8
833,1
834,10
835,8
836,5
837,2
838,8
839,3
840,5
841,10
842,5
843,2
844,8
845,9
846,8
847,10
848,3
849,8
850,8
851,1
852,10
853,3
854,10
855,10
856,10
857,10
858,0
859,2
860,1
861,10
862,4
863,9
864,3
865,2
866,2
867,10
868,8
869,5
870,2
871,10
872,5
873,9
874,9
875,3
876,8
877,10
878,5
879,10
880,5
881,9
882,9
883,6
884,4
885,8
886,0
887,4
888,5
889,4
890,6
891,8
892,5
893,4
894,0
895,10
896,3
897,5
898,4
899,9
900,7
901,10
902,8
903,1
904,5
905,1
906,7
907,5
908,9
909,9
910,10
911,10
912,4
913,9
914,4
915,3
916,5
917,3
918,9
919,5
920,2
921,4
922,8
923,9
924,9
925,2
926,10
927,1
928,10
929,9
930,9
931,8
932,2
933,4
934,0
935,5
936,1
937,9
938,8
939,4
940,9
941,4
942,3
943,10
944,2
945,10
946,0
947,8
948,10
949,9
950,10
951,10
952,4
953,1
954,4
955,9
956,6
957,7
958,10
959,9
960,2
961,8
962,10
963,9
964,5
965,10
966,9
967,5
968,2
969,4
970,10
971,4
972,8
973,0
974,3
975,10
976,7
977,5
978,9
979,0
980,2
981,10
982,0
983,9
984,8
985,1
986,10
987,2
988,10
989,9
990,5
991,7
992,8
993,7
994,2
995,8
996,4
997,2
998,9
999,4
1000,9
1001,8
1002,10
1003,7
1004,1
1005,7
1006,0
1007,2
1008,10
1009,5
1010,5
1011,0
1012,5
1013,5
1014,0
1015,10
1016,4
1017,5
1018,10
1019,9
1020,9
1021,9
1022,5
1023,8
1024,9
1025,10
1026,10
1027,3
1028,10
1029,8
1030,10
1031,4
1032,7
1033,2
1034,1
1035,10
1036,8
1037,8
1038,5
1039,8
1040,9
1041,10
1042,9
1043,4
1044,8
1045,9
1046,2
1047,5
1048,5
1049,9
1050,10
1051,10
1052,9
1053,8
1054,8
1055,9
1056,4
1057,5
1058,3
1059,9
1060,10
1061,10
1062,5
1063,10
1064,9
1065,5
1066,1
1067,10
1068,4
1069,9
1070,2
1071,6
1072,1
1073,9
1074,10
1075,4
1076,8
1077,5
1078,10
1079,10
1080,9
1081,5
1082,2
1083,9
1084,4
1085,3
1086,10
1087,5
1088,10
1089,4
1090,1
1091,10
1092,2
1093,0
1094,8
1095,10
1096,10
1097,9
1098,10
1099,9
1100,9
1101,1
1102,5
1103,4
1104,6
1105,2
1106,9
1107,10
1108,8
1109,9
1110,2
1111,9
1112,2
1113,9
1114,10
1115,3
1116,9
1117,5
1118,5
1119,8
1120,0
1121,9
1122,1
1123,4
1124,1
1125,9
1126,6
1127,3
1128,8
1129,4
1130,4
1131,10
1132,9
1133,6
1134,10
1135,8
1136,9
1137,9
1138,0
1139,8
1140,9
1141,3
1142,9
1143,10
1144,9
1145,8
1146,8
1147,10
1148,3
1149,10
1150,4
1151,2
1152,6
1153,8
1154,9
1155,9
1156,5
1157,5
1158,2
1159,1
1160,9
1161,5
1162,9
1163,9
1164,10
1165,2
1166,1
1167,5
1168,0
1169,5
1170,4
1171,9
1172,7
1173,2
1174,8
1175,9
1176,10
1177,1
1178,4
1179,4
1180,1
1181,6
1182,10
1183,5
1184,2
1185,6
1186,0
1187,4
1188,8
1189,9
1190,7
1191,8
1192,8
1193,5
1194,10
1195,8
1196,4
1197,5
1198,10
1199,9
1200,2
1201,0
1202,2
1203,3
1204,8
1205,5
1206,8
1207,9
1208,9
1209,3
1210,9
1211,0
1212,5
1213,10
1214,2
1215,8
1216,8
1217,10
1218,0
1219,9
1220,10
1221,10
1222,5
1223,1
1224,4
1225,9
1226,9
1227,6
1228,10
1229,9
1230,4
1231,4
1232,10
1233,10
1234,2
1235,8
1236,10
1237,0
1238,4
1239,9
1240,2
1241,4
1242,8
1243,9
1244,9
1245,8
1246,4
1247,5
1248,3
1249,5
1250,8
1251,9
1252,10
1253,5
1254,5
1255,8
1256,4
1257,10
1258,8
1259,1
1260,1
1261,2
1262,0
1263,8
1264,4
1265,9
1266,5
1267,10
1268,8
1269,6
1270,9
1271,2
1272,2
1273,4
1274,2
1275,0
1276,4
1277,10
1278,10
1279,9
1280,2
1281,2
1282,9
1283,5
1284,0
1285,2
1286,10
1287,9
1288,10
1289,8
1290,8
1291,8
1292,2
1293,4
1294,10
1295,5
1296,2
1297,5
1298,9
1299,1
1300,9
1301,8
1302,5
1303,4
1304,0
1305,9
1306,1
1307,9
1308,2
1309,5
1310,10
1311,3
1312,2
1313,9
1314,10
1315,3
1316,7
1317,10
1318,5
1319,10
1320,4
1321,7
1322,3
1323,9
1324,4
1325,2
1326,2
1327,4
1328,4
1329,9
1330,10
1331,9
1332,2
1333,10
1334,5
1335,4
1336,8
1337,1
1338,9
1339,1
1340,2
1341,10
1342,4
1343,10
1344,9
1345,1
1346,10
1347,7
1348,8
1349,10
1350,8
1351,5
1352,1
1353,2
1354,8
1355,3
1356,5
1357,6
1358,2
1359,9
1360,0
1361,9
1362,5
1363,4
1364,10
1365,7
1366,9
1367,9
1368,9
1369,9
1370,8
1371,9
1372,5
1373,9
1374,9
1375,4
1376,10
1377,8
1378,4
1379,8
1380,4
1381,3
1382,8
1383,10
1384,5
1385,4
1386,1
1387,8
1388,9
1389,10
1390,9
1391,5
1392,2
1393,5
1394,8
1395,2
1396,10
1397,10
1398,8
1399,9
1400,1
1401,9
1402,9
1403,9
1404,9
1405,4
1406,3
1407,5
1408,5
1409,2
1410,10
1411,4
1412,10
1413,8
1414,8
1415,5
1416,8
1417,0
1418,2
1419,0
1420,10
1421,2
1422,3
1423,1
1424,10
1425,2
1426,0
1427,0
1428,2
1429,9
1430,9
1431,7
1432,8
1433,3
1434,8
1435,10
1436,5
1437,2
1438,5
1439,8
1440,9
1441,3
1442,4
1443,8
1444,10
1445,1
1446,1
1447,10
1448,6
1449,0
1450,8
1451,4
1452,10
1453,9
1454,10
1455,10
1456,9
1457,10
1458,10
1459,4
1460,5
1461,5
1462,2
1463,5
1464,9
1465,5
1466,8
1467,9
1468,1
1469,4
1470,2
1471,1
1472,5
1473,2
1474,0
1475,10
1476,9
1477,4
1478,4
1479,6
1480,9
1481,5
1482,9
1483,4
1484,4
1485,10
1486,4
1487,3
1488,10
1489,9
1490,2
1491,8
1492,8
1493,1
1494,10
1495,9
1496,9
1497,0
1498,10
1499,10
1500,10
1501,7
1502,8
1503,9
1504,9
1505,4
1506,9
1507,7
1508,8
1509,10
1510,4
1511,10
1512,10
1513,3
1514,8
1515,9
1516,10
1517,5
1518,8
1519,2
1520,5
1521,2
1522,7
1523,0
1524,4
1525,5
1526,2
1527,10
1528,4
1529,10
1530,10
1531,2
1532,4
1533,4
1534,8
1535,1
1536,8
1537,2
1538,9
1539,9
1540,9
1541,6
1542,4
1543,6
1544,6
1545,6
1546,9
1547,10
1548,10
1549,4
1550,2
1551,8
1552,6
1553,10
1554,5
1555,1
1556,2
1557,5
1558,10
1559,9
1560,0
1561,10
1562,3
1563,10
1564,7
1565,7
1566,9
1567,4
1568,9
1569,4
1570,3
1571,8
1572,10
1573,10
1574,10
1575,10
1576,1
1577,1
1578,2
1579,7
1580,9
1581,5
1582,8
1583,9
1584,8
1585,1
1586,10
1587,5
1588,9
1589,10
1590,8
1591,10
1592,9
1593,10
1594,10
1595,4
1596,10
1597,10
1598,3
1599,10
1600,9
1601,4
1602,5
1603,1
1604,8
1605,8
1606,10
1607,4
1608,10
1609,9
1610,9
1611,1
1612,9
1613,9
1614,10
1615,7
1616,4
1617,9
1618,3
1619,10
1620,4
1621,4
1622,9
1623,10
1624,10
1625,2
1626,9
1627,2
1628,9
1629,1
1630,5
1631,10
1632,5
1633,2
1634,8
1635,0
1636,3
1637,3
1638,5
1639,10
1640,0
1641,0
1642,5
1643,10
1644,4
1645,2
1646,2
1647,10
1648,4
1649,8
1650,10
1651,10
1652,10
1653,7
1654,9
1655,10
1656,1
1657,8
1658,5
1659,4
1660,7
1661,4
1662,1
1663,5
1664,5
1665,10
1666,8
1667,9
1668,4
1669,4
1670,4
1671,9
1672,7
1673,8
1674,9
1675,10
1676,1
1677,4
1678,10
1679,3
1680,7
1681,5
1682,4
1683,3
1684,5
1685,10
1686,8
1687,3
1688,8
1689,10
1690,9
1691,2
1692,5
1693,9
1694,5
1695,9
1696,8
1697,6
1698,9
1699,5
1700,4
1701,9
1702,8
1703,4
1704,8
1705,8
1706,10
1707,10
1708,0
1709,6
1710,3
1711,10
1712,5
1713,4
1714,4
1715,1
1716,10
1717,5
1718,9
1719,5
1720,1
1721,8
1722,4
1723,10
1724,9
1725,9
1726,0
1727,8
1728,1
1729,3
1730,10
1731,9
1732,9
1733,2
1734,2
1735,5
1736,2
1737,6
1738,0
1739,8
1740,5
1741,5
1742,9
1743,9
1744,10
1745,7
1746,10
1747,4
1748,9
1749,9
1750,2
1751,4
1752,8
1753,3
1754,10
1755,4
1756,3
1757,0
1758,5
1759,9
1760,3
1761,4
1762,9
1763,7
1764,1
1765,9
1766,3
1767,10
1768,4
1769,8
1770,5
1771,10
1772,10
1773,10
1774,10
1775,8
1776,10
1777,9
1778,3
1779,8
1780,4
1781,8
1782,2
1783,9
1784,9
1785,6
1786,8
1787,10
1788,10
1789,9
1790,8
1791,1
1792,9
1793,10
1794,4
1795,9
1796,5
1797,10
1798,9
1799,10
1800,1
1801,4
1802,4
1803,8
1804,7
1805,4
1806,9
1807,4
1808,9
1809,10
1810,9
1811,4
1812,4
1813,9
1814,10
1815,2
1816,2
1817,9
1818,8
1819,10
1820,9
1821,10
1822,9
1823,0
1824,1
1825,10
1826,1
1827,9
1828,9
1829,5
1830,4
1831,9
1832,9
1833,2
1834,6
1835,1
1836,3
1837,9
1838,9
1839,2
1840,4
1841,10
1842,4
1843,8
1844,5
1845,10
1846,2
1847,10
1848,3
1849,8
1850,2
1851,5
1852,0
1853,10
1854,7
1855,1
1856,6
1857,5
1858,1
1859,6
1860,9
1861,9
1862,4
1863,10
1864,8
1865,2
1866,2
1867,9
1868,1
1869,3
1870,1
1871,5
1872,0
1873,10
1874,5
1875,9
1876,8
1877,10
1878,4
1879,6
1880,3
1881,8
1882,5
1883,3
1884,10
1885,0
1886,9
1887,8
1888,5
1889,4
1890,10
1891,2
1892,9
1893,7
1894,1
1895,8
1896,7
1897,5
1898,0
1899,10
1900,10
1901,3
1902,7
1903,5
1904,10
1905,2
1906,3
1907,5
1908,1
1909,5
1910,10
1911,10
1912,0
1913,4
1914,9
1915,9
1916,5
1917,2
1918,8
1919,3
1920,8
1921,8
1922,10
1923,3
1924,10
1925,5
1926,5
1927,2
1928,8
1929,3
1930,5
1931,8
1932,4
1933,10
1934,5
1935,8
1936,10
1937,0
1938,4
1939,4
1940,7
1941,0
1942,4
1943,9
1944,0
1945,1
1946,10
1947,8
1948,10
1949,5
1950,1
1951,10
1952,10
1953,7
1954,10
1955,2
1956,0
1957,3
1958,9
1959,2
1960,9
1961,10
1962,0
1963,10
1964,10
1965,10
1966,5
1967,8
1968,7
1969,5
1970,7
1971,10
1972,0
1973,9
1974,10
1975,1
1976,9
1977,10
1978,9
1979,4
1980,5
1981,7
1982,3
1983,3
1984,7
1985,2
1986,9
1987,10
1988,9
1989,8
1990,2
1991,10
1992,10
1993,8
1994,5
1995,8
1996,0
1997,4
1998,8
1999,10
2000,5
2001,5
2002,9
2003,4
2004,10
2005,7
2006,10
2007,9
2008,10
2009,1
2010,1
2011,1
2012,7
2013,0
2014,7
2015,8
2016,10
2017,1
2018,9
2019,8
2020,7
2021,0
2022,0
2023,9
2024,4
2025,2
2026,4
2027,0
2028,10
2029,7
2030,4
2031,10
2032,10
2033,10
2034,0
2035,8
2036,2
2037,6
2038,5
2039,0
2040,10
2041,9
2042,5
2043,7
2044,0
2045,5
2046,8
2047,3
2048,2
2049,9
2050,6
2051,3
2052,7
2053,10
2054,4
2055,0
2056,0
2057,9
2058,2
2059,9
2060,10
2061,4
2062,10
2063,4
2064,10
2065,9
2066,5
2067,10
2068,0
2069,3
2070,10
2071,1
2072,5
2073,9
2074,4
2075,9
2076,8
2077,6
2078,10
2079,0
2080,1
2081,4
2082,9
2083,9
2084,9
2085,5
2086,9
2087,2
2088,7
2089,0
2090,4
2091,4
2092,3
2093,3
2094,5
2095,8
2096,8
2097,4
2098,7
2099,10
2100,2
2101,9
2102,0
2103,5
2104,2
2105,8
2106,8
2107,3
2108,3
2109,5
2110,10
2111,10
2112,9
2113,9
2114,10
2115,8
2116,10
2117,5
2118,10
2119,10
2120,9
2121,10
2122,9
2123,10
2124,5
2125,0
2126,9
2127,10
2128,7
2129,10
2130,6
2131,9
2132,9
2133,10
2134,1
2135,5
2136,8
2137,6
2138,6
2139,2
2140,2
2141,0
2142,4
2143,7
2144,6
2145,10
2146,4
2147,4
2148,4
2149,8
2150,1
2151,9
2152,8
2153,10
2154,10
2155,7
2156,10
2157,3
2158,8
2159,5
2160,3
2161,0
2162,4
2163,0
2164,10
2165,2
2166,1
2167,10
2168,9
2169,10
2170,10
2171,7
2172,9
2173,5
2174,0
2175,3
2176,5
2177,7
2178,1
2179,4
2180,10
2181,5
2182,9
2183,9
2184,9
2185,9
2186,7
2187,8
2188,4
2189,10
2190,10
2191,9
2192,5
2193,2
2194,10
2195,2
2196,9
2197,8
2198,10
2199,4
2200,4
2201,2
2202,4
2203,5
2204,1
2205,2
2206,10
2207,2
2208,2
2209,2
2210,2
2211,10
2212,4
2213,4
2214,2
2215,1
2216,10
2217,5
2218,8
2219,9
2220,0
2221,4
2222,0
2223,1
2224,2
2225,1
2226,2
2227,8
2228,3
2229,9
2230,10
2231,4
2232,10
2233,8
2234,7
2235,6
2236,10
2237,2
2238,4
2239,10
2240,9
2241,1
2242,2
2243,10
2244,9
2245,9
2246,9
2247,2
2248,8
2249,10
2250,10
2251,2
2252,0
2253,6
2254,10
2255,10
2256,10
2257,4
2258,4
2259,6
2260,10
2261,5
2262,4
2263,0
2264,10
2265,10
2266,10
2267,7
2268,1
2269,1
2270,8
2271,9
2272,2
2273,2
2274,8
2275,9
2276,2
2277,8
2278,4
2279,8
2280,0
2281,9
2282,3
2283,3
2284,2
2285,2
2286,10
2287,5
2288,9
2289,8
2290,2
2291,0
2292,10
2293,0
2294,0
2295,9
2296,7
2297,5
2298,2
2299,10
2300,4
2301,9
2302,8
2303,4
2304,10
2305,1
2306,9
2307,10
2308,10
2309,1
2310,5
2311,9
2312,5
2313,10
2314,9
2315,7
2316,9
2317,4
2318,9
2319,9
2320,2
2321,8
2322,5
2323,8
2324,9
2325,10
2326,2
2327,10
2328,10
2329,6
2330,3
2331,4
2332,4
2333,6
2334,4
2335,6
2336,4
2337,2
2338,0
2339,10
2340,10
2341,2
2342,2
2343,9
2344,5
2345,8
2346,10
2347,1
2348,5
2349,3
2350,8
2351,0
2352,7
2353,9
2354,4
2355,3
2356,4
2357,9
2358,8
2359,9
2360,0
2361,7
2362,1
2363,2
2364,0
2365,7
2366,4
2367,10
2368,5
2369,7
2370,2
2371,6
2372,5
2373,3
2374,5
2375,8
2376,2
2377,8
2378,10
2379,5
2380,9
2381,2
2382,9
2383,10
2384,10
2385,4
2386,0
2387,4
2388,3
2389,10
2390,4
2391,10
2392,4
2393,10
2394,8
2395,5
2396,0
2397,1
2398,5
2399,10
2400,5
2401,2
2402,9
2403,8
2404,1
2405,10
2406,9
2407,8
2408,6
2409,2
2410,5
2411,2
2412,8
2413,9
2414,8
2415,8
2416,8
2417,9
2418,0
2419,2
2420,5
2421,8
2422,9
2423,5
2424,9
2425,9
2426,10
2427,10
2428,0
2429,6
2430,9
2431,4
2432,8
2433,5
2434,10
2435,10
2436,5
2437,0
2438,9
2439,9
2440,8
2441,9
2442,8
2443,10
2444,4
2445,1
2446,5
2447,8
2448,1
2449,5
2450,9
2451,8
2452,9
2453,10
2454,10
2455,7
2456,8
2457,10
2458,8
2459,1
2460,10
2461,0
2462,8
2463,5
2464,9
2465,0
2466,9
2467,8
2468,1
2469,1
2470,9
2471,7
2472,6
2473,10
2474,8
2475,7
2476,10
2477,10
2478,10
2479,8
2480,4
2481,8
2482,9
2483,2
2484,2
2485,7
2486,10
2487,3
2488,9
2489,7
2490,4
2491,9
2492,10
2493,5
2494,2
2495,5
2496,9
2497,8
2498,4
2499,8
2500,4
2501,8
2502,5
2503,5
2504,5
2505,9
2506,1
2507,6
2508,1
2509,9
2510,10
2511,1
2512,3
2513,4
2514,9
2515,4
2516,10
2517,5
2518,0
2519,9
2520,8
2521,10
2522,8
2523,9
2524,9
2525,8
2526,9
2527,8
2528,4
2529,8
2530,9
2531,9
2532,5
2533,5
2534,10
2535,4
2536,3
2537,8
2538,9
2539,5
2540,3
2541,9
2542,9
2543,10
2544,3
2545,1
2546,4
2547,9
2548,9
2549,10
2550,10
2551,9
2552,8
2553,5
2554,8
2555,9
2556,9
2557,10
2558,10
2559,10
2560,10
2561,9
2562,0
2563,8
2564,9
2565,8
2566,1
2567,5
2568,2
2569,5
2570,9
2571,10
2572,10
2573,5
2574,9
2575,9
2576,8
2577,9
2578,10
2579,10
2580,8
2581,3
2582,9
2583,9
2584,7
2585,1
2586,9
2587,4
2588,1
2589,4
2590,8
2591,4
2592,10
2593,5
2594,10
2595,10
2596,8
2597,1
2598,1
2599,10
2600,10
2601,7
2602,1
2603,5
2604,1
2605,9
2606,8
2607,6
2608,5
2609,10
2610,7
2611,10
2612,10
2613,5
2614,8
2615,5
2616,2
2617,9
2618,2
2619,7
2620,0
2621,9
2622,10
2623,9
2624,10
2625,9
2626,9
2627,9
2628,10
2629,1
2630,9
2631,2
2632,8
2633,8
2634,2
2635,7
2636,9
2637,7
2638,5
2639,4
2640,2
2641,5
2642,10
2643,4
2644,10
2645,7
2646,8
2647,2
2648,9
2649,3
2650,0
2651,4
2652,0
2653,1
2654,10
2655,10
2656,2
2657,8
2658,3
2659,9
2660,9
2661,7
2662,9
2663,3
2664,4
2665,2
2666,1
2667,10
2668,9
2669,0
2670,9
2671,9
2672,6
2673,2
2674,2
2675,5
2676,9
2677,7
2678,4
2679,0
2680,10
2681,3
2682,10
2683,8
2684,9
2685,0
2686,10
2687,2
2688,5
2689,0
2690,9
2691,5
2692,2
2693,0
2694,3
2695,9
2696,2
2697,2
2698,10
2699,10
2700,6
2701,8
2702,10
2703,10
2704,10
2705,9
2706,0
2707,9
2708,8
2709,5
2710,9
2711,4
2712,3
2713,4
2714,10
2715,9
2716,8
2717,0
2718,4
2719,9
2720,9
2721,10
2722,8
2723,7
2724,4
2725,4
2726,6
2727,2
2728,8
2729,8
2730,0
2731,4
2732,4
2733,4
2734,9
2735,9
2736,7
2737,10
2738,9
2739,2
2740,9
2741,1
2742,9
2743,5
2744,7
2745,1
2746,8
2747,4
2748,10
2749,2
2750,8
2751,3
2752,5
2753,8
2754,5
2755,6
2756,5
2757,5
2758,9
2759,10
2760,9
2761,10
2762,10
2763,3
2764,10
2765,4
2766,6
2767,4
2768,10
2769,9
2770,6
2771,7
2772,2
2773,10
2774,3
2775,10
2776,5
2777,4
2778,9
2779,10
2780,10
2781,8
2782,9
2783,5
2784,8
2785,9
2786,1
2787,2
2788,10
2789,8
2790,9
2791,7
2792,9
2793,8
2794,4
2795,8
2796,4
2797,9
2798,8
2799,9
2800,6
2801,8
2802,2
2803,2
2804,0
2805,10
2806,10
2807,8
2808,5
2809,9
2810,9
2811,9
2812,8
2813,8
2814,2
2815,10
2816,9
2817,0
2818,4
2819,2
2820,5
2821,5
2822,9
2823,8
2824,9
2825,4
2826,2
2827,4
2828,1
2829,5
2830,5
2831,9
2832,0
2833,5
2834,10
2835,2
2836,2
2837,4
2838,5
2839,5
2840,10
2841,7
2842,2
2843,0
2844,9
2845,8
2846,4
2847,10
2848,8
2849,10
2850,3
2851,0
2852,0
2853,9
2854,10
2855,9
2856,10
2857,10
2858,8
2859,4
2860,2
2861,9
2862,0
2863,4
2864,9
2865,5
2866,10
2867,9
2868,6
2869,5
2870,4
2871,8
2872,3
2873,8
2874,9
2875,3
2876,8
2877,9
2878,0
2879,10
2880,2
2881,10
2882,6
2883,8
2884,4
2885,9
2886,3
2887,2
2888,10
2889,10
2890,9
2891,8
2892,9
2893,8
2894,8
2895,2
2896,9
2897,8
2898,9
2899,10
2900,9
2901,10
2902,8
2903,3
2904,4
2905,9
2906,4
2907,2
2908,3
2909,3
2910,9
2911,5
2912,4
2913,5
2914,9
2915,10
2916,2
2917,9
2918,8
2919,4
2920,5
2921,3
2922,5
2923,10
2924,3
2925,8
2926,1
2927,4
2928,4
2929,9
2930,0
2931,0
2932,2
2933,9
2934,9
2935,8
2936,10
2937,2
2938,0
2939,8
2940,1
2941,4
2942,5
2943,2
2944,5
2945,3
2946,9
2947,10
2948,4
2949,10
2950,3
2951,2
2952,0
2953,10
2954,3
2955,4
2956,8
2957,2
2958,3
2959,8
2960,4
2961,4
2962,9
2963,9
2964,0
2965,3
2966,0
2967,4
2968,9
2969,2
2970,10
2971,9
2972,9
2973,4
2974,5
2975,5
2976,10
2977,4
2978,10
2979,4
2980,8
2981,10
2982,2
2983,1
2984,7
2985,2
2986,0
2987,10
2988,7
2989,9
2990,9
2991,5
2992,5
2993,7
2994,9
2995,9
2996,2
